Municipio,Nombre,2022,2023,2024,2025,2026
Teocaltiche,Corporativo Soto S. de R.L.,11224954.33,6685065.97,5644246.74,7853402.26,
Yahualica de Gonzalez Gallo,Comercializadora Medina S.A.,6522529.55,14144849.55,6873403.5,7145062.65,6389566.02
Cabo Corrientes,Corporativo Martinez S.C.,2667510.08,6133848.38,7593009.6,13961841.03,
Tepic,Industrias Mendoza,1499487.74,1799016.04,9373146.37,7236716.21,2807160.31
Encarnacion de Diaz,Comercializadora Torres S.A. de C.V.,10237519.85,12116868.15,2563558.75,10150601.98,
Santa Maria de los Angeles,Comercializadora Castillo S.A.,9219427.07,1926811.75,13048647.27,7915508.45,6014451.42
Tamazula de Gordiano,Comercializadora Lara S.C.,990612.23,6335442.91,,5978000.7,8100915.2
Tuxcacuesco,Comercializadora Medina,3015721.8,6281208.22,403860.67,10155900.66,7906949.19
Santa Maria de los Angeles,Constructora Quintero,9168378.88,11082055.21,7203018.48,1162308.13,8356923.93
Encarnacion de Diaz,Servicios Diaz S. de R.L.,7948923.87,7201564.96,264284.92,2231426.18,1731623.58
Cihuatlan,Distribuidora Uribe S. de R.L.,,13732210.54,10306525.81,361272.81,2597802.65
Tlajomulco de Zuniga,Empresa Cruz S. de R.L.,7507739.78,,14271582.77,14419912.2,5608445.86
Ayutla,Empresa Rios S.A. de C.V.,,,6915751.06,8275382.39,14650270.03
El Arenal,Grupo Uribe S.A. de C.V.,6468451.09,7385231.94,2050678.46,4453100.78,14177974.08
San Miguel el Alto,Industrias Montes S.C.,12141873.56,4156304.1,13775526.58,1938572.98,12360249.36
Villa Guerrero,Servicios Soto S.R.L. de C.V.,1576493.72,9236217.76,11472117.98,5903937.9,11715776.22
Tlaquepaque,Grupo Flores S. de R.L.,8632778.22,3186383.68,4857420.1,2937321.93,2066170.72
Tequila,Grupo Cruz,12320185.8,11718701.58,4334034.54,14860716.98,8261574.34
Ameca,Grupo Uribe,242003.7,4978034.27,,,13439049.51
Santa Maria de los Angeles,Grupo Lopez S.A.,,10726716.04,10300737.07,9043352.27,
Zapotlan de Juarez,Comercializadora Nunez S.C.,7217713.89,,2177923.16,4939819.17,6496848.36
Techaluta de Montenegro,Corporativo Ybarra S.A.,580237.53,6747415.33,10723168.52,5751414.1,6102465.83
Atemajac de Brizuela,Servicios Valdez S.A. de C.V.,8697356.54,12342974.55,5967293.42,,174392.17
Teocaltiche,Industrias Reyes S.A. de C.V.,308769.34,6301325.83,12427814.83,8454457.71,11137178.51
Cabo Corrientes,Industrias Diaz S.R.L. de C.V.,10776709.09,11245108.87,3411130.87,569576.53,6738121.92
Ojuelos de Jalisco,Servicios Hernandez S. de R.L.,5812783.41,13836893.8,4049961.17,4454902.94,6831867.89
Mascota,Empresa Gutierrez S.C.,7134271.16,5402560.33,,1429987.65,9798229.93
Tototlan,Distribuidora Rivera S.A. de C.V.,,,14487363.37,6520362.31,11033268.58
Arandas,Distribuidora Vega S.R.L. de C.V.,8893855.27,3967651.0,4992631.19,3162804.87,
Tlajomulco de Zuniga,Servicios Aguilar S. de R.L.,8929256.51,14032684.16,6375996.94,11261738.44,1103568.26
Jesus Maria,Inversiones Nunez S. de R.L.,13283652.46,,,,8034717.24
Tizapan el Alto,Empresa Cruz S.R.L. de C.V.,1346032.17,5878763.93,9454006.55,6936588.6,14467482.7
Tlaquepaque,Corporativo Martinez S.A. de C.V.,12392603.2,6637777.58,,9981825.51,13179709.02
San Juan de los Lagos,Distribuidora Ortega S.R.L. de C.V.,1562584.1,14690155.68,5124792.43,,4678686.87
Canadas de Obregon,Comercializadora Pena S.A.,602528.71,7818042.58,6800221.4,12119073.43,5631587.33
Tepatitlan de Morelos,Industrias Rivera S.C.,11787833.17,14610709.6,,5283819.05,947069.0
La Manzanilla de la Paz,Industrias Aguilar S. de R.L.,8665165.2,10515127.45,3171623.82,13519959.95,12685550.19
San Miguel el Alto,Comercializadora Cruz S.A. de C.V.,209074.19,7744070.69,4956354.92,6378488.0,12617631.6
San Martin Hidalgo,Corporativo Aguilar S.A.,14386701.47,12992352.01,1351138.64,10306307.0,
Mezquitic,Servicios Montes S.C.,9189227.55,14946142.41,11327229.06,1627874.11,10740367.68
Mazamitla,Corporativo Gutierrez S.A. de C.V.,12066138.41,14393074.03,2682391.25,8220123.92,13352862.46
Tonaya,Empresa Reyes S.C.,5583488.1,5782060.07,1336230.85,11969319.65,6589304.57
San Cristobal de la Barranca,Constructora Torres S.A.,2257546.57,12974459.5,7725814.2,4989475.13,
Huejuquilla el Alto,Soluciones Mendoza S.R.L. de C.V.,14247632.68,6053300.79,11302232.38,2363436.44,5516035.92
Huejuquilla el Alto,Corporativo Hernandez S.A.,11603630.53,11983938.93,6652300.81,10261715.85,13863852.06
Huejucar,Servicios Hernandez S.A. de C.V.,13399003.65,4939600.07,395344.92,6397456.6,11866452.71
Etzatlan,Servicios Rios S.A.,7731945.8,2954182.47,2985648.29,12691732.6,4118027.4
Cabo Corrientes,Constructora Lara S. de R.L.,,9802540.63,6251520.25,4989494.58,1379975.3
San Gabriel,Servicios Delgado S.A.,,,918788.49,7289596.26,6932435.56
Zapotlan del Rey,Corporativo Ybarra S.A.,4672732.94,982564.34,816463.33,9438847.25,4938205.83
Chapala,Constructora Martinez S.A.,9666890.26,3923300.05,10637721.93,8898958.45,8474334.51
Lagos de Moreno,Empresa Valdez,14079613.99,11197251.52,12472264.07,2540938.14,5705828.57
Jesus Maria,Inversiones Flores S.A. de C.V.,4293357.97,9003249.1,2698431.76,1907856.55,5926790.02
Tonaya,Soluciones Reyes,6190084.12,1624890.36,6315798.44,,2923832.63
Santa Maria de los Angeles,Soluciones Cervantes S. de R.L.,1322896.38,6655327.02,408587.83,11671476.93,14952776.19
Mascota,Grupo Rios S.C.,11969136.65,3477044.49,,1791983.61,4127939.5
Tototlan,Inversiones Fuentes S.A. de C.V.,7877495.3,13568082.36,3712511.49,9820659.86,1357881.0
Mascota,Soluciones Zepeda S.C.,13326055.12,9645447.44,3279759.77,3229775.52,11917181.67
Yahualica de Gonzalez Gallo,Soluciones Diaz S.A.,6788525.92,11245721.03,5688917.85,3112008.83,9153305.76
San Miguel el Alto,Distribuidora Martinez S.A. de C.V.,5648947.93,3941147.94,4301618.9,6705698.51,
Villa Hidalgo,Distribuidora Diaz S.A.,14492032.57,1043421.49,1050896.58,,10964985.94
Villa Purificacion,Distribuidora Fuentes S.R.L. de C.V.,6563237.23,12768242.55,,1344800.64,591267.29
Tototlan,Industrias Ochoa S.A. de C.V.,11402118.46,,8476635.79,,2265992.59
El Grullo,Distribuidora Diaz,8028986.98,,7236531.16,5427303.91,14573689.72
San Miguel el Alto,Inversiones Vega,9526460.31,6046296.62,631278.62,11436213.24,4055366.06
Toliman,Inversiones Valdez,6843424.62,133137.26,13320551.75,1460886.28,2375398.3
Lagos de Moreno,Servicios Lopez S.A. de C.V.,5281451.63,954515.92,4472413.14,4973609.52,7866014.32
Tapalpa,Servicios Castillo S.A. de C.V.,14114561.7,4902510.52,636104.85,5794964.44,6363839.04
El Salto,Grupo Flores S.R.L. de C.V.,,,13400831.89,6711673.04,3814173.38
Canadas de Obregon,Constructora Sandoval S.A.,11329599.73,11936562.76,6232660.15,,1751780.14
Jilotlan de los Dolores,Inversiones Zepeda S.A.,,9760888.9,14906588.48,1919017.38,654504.32
Villa Corona,Grupo Ramirez S. de R.L.,3385411.34,5811118.5,12061682.23,9406165.96,6645221.11
Ocotlan,Corporativo Cruz S. de R.L.,13058222.46,12385321.65,7488135.64,2403381.97,10707182.38
San Juanito de Escobedo,Soluciones Diaz,7804304.82,13714138.42,4666891.88,14170099.16,881057.03
El Grullo,Servicios Gomez S.A. de C.V.,6757104.97,5392799.19,11032422.41,,14336637.71
Zapotiltic,Comercializadora Medina S.C.,13107376.29,5961069.33,,8501778.05,11695815.15
Villa Guerrero,Empresa Ochoa S.R.L. de C.V.,6697946.76,12322301.24,3218376.46,7863754.46,2774350.15
Zapotiltic,Industrias Gutierrez S.A.,1761471.12,9892073.34,6413839.72,,14405920.08
Zapotiltic,Corporativo Valdez S.C.,7946440.96,13839725.41,,10004682.06,
Valle de Guadalupe,Empresa Aguilar S.R.L. de C.V.,8037788.95,9631390.63,,13187910.45,
Tepatitlan de Morelos,Comercializadora Mendoza S.A. de C.V.,12245671.82,1663651.38,8900112.75,13856644.5,4130938.12
Teocaltiche,Distribuidora Flores S.A.,7381579.52,14204370.89,4747120.15,9212441.36,8120377.65
Tuxcacuesco,Distribuidora Vargas S. de R.L.,8474205.1,2782408.42,9014443.14,6705548.96,7045820.48
La Huerta,Empresa Sandoval S.C.,,,14937017.41,11003000.51,
Santa Maria de los Angeles,Grupo Perez S.C.,8942620.23,12333922.34,8951491.53,13973727.16,3719734.99
El Limon,Comercializadora Medina,13166062.45,6770418.35,5582984.37,,
Ameca,Industrias Cervantes S.R.L. de C.V.,,13800200.89,10595200.25,3417104.53,2265950.04
Guadalajara,Servicios Aguilar S.A. de C.V.,14614735.75,966630.96,4576389.47,2639019.99,12439423.28
Tuxcueca,Constructora Diaz S.C.,9102780.72,5789322.71,6601818.24,14296440.14,10030340.18
Hostotipaquillo,Comercializadora Soto S.A. de C.V.,12763987.44,7119932.23,9669667.34,6500138.89,6190088.36
Yahualica de Gonzalez Gallo,Inversiones Mendoza S.C.,13097322.24,13491739.68,2062441.24,8284707.32,1691669.09
Encarnacion de Diaz,Soluciones Ramos S.A. de C.V.,9706455.05,4639952.67,2296917.87,6505565.11,3186144.45
Zapotlan del Rey,Servicios Quintero S. de R.L.,8346435.6,6311366.94,7772777.7,2244421.65,7939779.16
Casimiro Castillo,Inversiones Lara S.C.,12295097.01,8430394.77,1765577.12,13349437.25,6224645.03
Ojuelos de Jalisco,Constructora Rios S.A. de C.V.,7898548.33,417407.62,1010391.24,6210231.45,831835.1
Etzatlan,Empresa Jimenez S.A. de C.V.,7099798.09,332965.15,,9831309.9,3424236.7
Mascota,Corporativo Flores,10856135.15,2564921.34,8963968.35,,5807211.22
El Arenal,Distribuidora Ramirez S.C.,,2192319.78,11530788.33,5981599.17,10058796.76
Jamay,Distribuidora Rivera,9073779.22,4037421.23,6782379.12,1275879.36,442760.68
Ayutla,Comercializadora Perez S. de R.L.,12186126.0,3419189.23,4474083.18,,7277869.85
Tepic,Constructora Aguilar S.A. de C.V.,5899392.2,5298700.83,2226438.79,12264262.27,3923065.49
Lagos de Moreno,Constructora Nunez S.R.L. de C.V.,4759385.51,5345292.05,4110395.09,10290130.77,7176556.26
San Martin Hidalgo,Empresa Lara S.A. de C.V.,7638925.26,11876236.09,2261444.91,11401122.07,14536063.58
La Huerta,Soluciones Sandoval,7067322.55,6892356.0,,1109813.56,9892737.1
La Huerta,Servicios Ortega,14281795.58,,13256450.13,14541394.93,11296224.61
Atemajac de Brizuela,Industrias Reyes S.A. de C.V.,14913270.33,8682023.92,12578631.66,,
Zapotiltic,Constructora Diaz S.A. de C.V.,13555334.1,4641779.69,3372104.29,4899328.6,8300163.54
Zapotlan del Rey,Inversiones Diaz S.R.L. de C.V.,11592281.79,2665904.84,3137523.45,2738624.22,5867919.9
Etzatlan,Distribuidora Delgado S.A.,8585199.72,9582221.75,8953490.6,5249713.09,4833357.66
Tuxcacuesco,Grupo Ramos S.R.L. de C.V.,,7379209.59,7252380.55,,11492245.78
Ayutla,Distribuidora Fuentes,13845837.84,12585096.34,12568950.41,10027629.84,
Ixtlahuacan del Rio,Servicios Vega S.C.,4006204.27,12378668.84,9530908.71,6878028.83,9486551.64
Zacoalco de Torres,Inversiones Ramos S.A.,12522536.86,13894963.43,6255336.35,10414572.24,10137406.23
Jamay,Inversiones Montes S.C.,,5810626.25,1403415.3,10386990.72,2401510.6
Tepatitlan de Morelos,Soluciones Vargas S.A. de C.V.,,12084938.23,6293244.63,1541433.6,
Degollado,Industrias Reyes S.C.,9659347.07,14662279.16,8609611.19,12078464.66,
Mascota,Corporativo Lara S.C.,3144993.87,1411826.57,,5170765.36,8412413.0
La Huerta,Inversiones Ybarra S.C.,8879148.29,5461759.89,7179379.38,7385785.37,12754599.18
Cihuatlan,Servicios Soto S.C.,12809192.64,,3241750.46,,12345196.84
Juanacatlan,Comercializadora Lopez S. de R.L.,,11765211.92,12880003.71,,7632255.52
Zapotiltic,Corporativo Pena S. de R.L.,8839739.09,3330204.62,7022749.93,9524679.86,
San Martin de Bolanos,Industrias Ortega S. de R.L.,5404272.41,1655365.69,9290193.62,95500.38,6702846.89
Tecalitlan,Distribuidora Vargas S.C.,,8140700.6,1468048.15,9494456.79,6011933.63
Villa Purificacion,Soluciones Medina S. de R.L.,9344952.58,8719597.74,,7767583.26,11982129.85
San Juanito de Escobedo,Distribuidora Jimenez S.A.,9064977.88,2348574.5,6909674.94,8559491.04,
Jamay,Constructora Cervantes S.A.,10800624.3,9517049.87,,2593314.23,9824655.69
Degollado,Corporativo Lopez S.C.,4751872.47,662285.44,,11119187.73,6599405.93
Degollado,Empresa Martinez,10221775.38,8200683.79,13793048.65,12705137.18,12640277.19
Cihuatlan,Inversiones Hernandez S.A.,2747447.99,5899668.26,171863.05,2251463.1,13289828.11
Degollado,Inversiones Delgado S. de R.L.,5259255.27,8387487.16,,7125035.62,509346.26
San Diego de Alejandria,Soluciones Vega,11571046.32,13693974.55,4011367.24,2623845.2,10419407.54
Tonala,Soluciones Hernandez S.R.L. de C.V.,9686448.54,11711661.76,8045580.55,9942936.74,4850341.08
Zacoalco de Torres,Constructora Tapia S.A.,,3647753.69,6725867.49,1597276.47,
Tapalpa,Inversiones Ramirez S.A.,783207.19,10958996.45,11804156.21,11208418.86,14097215.12
Mazamitla,Empresa Delgado S.R.L. de C.V.,,468535.92,4758514.35,69085.56,10430678.36
Tuxcueca,Industrias Gomez S.R.L. de C.V.,1266483.35,12846478.57,13369040.57,576350.71,8392312.53
Encarnacion de Diaz,Grupo Reyes S. de R.L.,7023305.42,7999741.6,,5669582.28,11533984.32
San Martin de Bolanos,Soluciones Cruz S. de R.L.,5709592.42,297970.91,10859871.36,8435441.47,12699987.34
Etzatlan,Distribuidora Ortega S.A.,1910648.27,1437687.79,10893398.13,14415121.09,12664625.47
Zacoalco de Torres,Comercializadora Martinez S.C.,10067761.35,174854.22,9876719.27,3236745.38,3838294.18
El Arenal,Empresa Lara S.C.,61666.98,12743665.47,8406664.41,9240371.16,2591365.68
Ojuelos de Jalisco,Comercializadora Rivera,,5089774.99,7300217.18,,3025167.63
Cabo Corrientes,Industrias Gomez S.R.L. de C.V.,6446543.2,5992623.59,2443052.24,3921233.37,4577064.7
Tequila,Empresa Ortega,6635379.26,9646079.77,2591014.61,13459106.46,
Teocuitatlan de Corona,Grupo Hernandez S.C.,4083648.24,,13382414.24,2697128.92,12159830.03
Zapotlan de Juarez,Grupo Lopez,4116232.08,10372892.73,13360102.96,8598829.69,2013277.53
Cihuatlan,Servicios Rios S. de R.L.,13819759.27,2322639.16,6379321.71,10513100.53,9342104.51
Casimiro Castillo,Comercializadora Ramirez S. de R.L.,11903384.5,3409319.41,,617267.74,14511572.42
La Manzanilla de la Paz,Inversiones Uribe S.A.,11787191.62,4364590.22,,10368383.68,7107745.7
Cabo Corrientes,Constructora Ramos,14361106.23,1217203.07,2856759.45,10361690.06,4726555.13
Tepatitlan de Morelos,Distribuidora Castillo S.A. de C.V.,2022807.51,3748239.39,4722885.7,3233615.96,13701353.2
Ocotlan,Soluciones Valdez S.A. de C.V.,7254275.2,13324191.65,13247106.31,1464034.16,373740.58
Teocuitatlan de Corona,Distribuidora Aguilar S.C.,12243748.81,,11555256.82,5943111.25,13660311.29
Mascota,Inversiones Ramos,478319.38,3228097.01,14159745.86,2594094.72,12452353.4
Ixtlahuacan de los Membrillos,Distribuidora Flores S.A. de C.V.,4527827.07,8990707.41,13901965.01,5049800.43,832898.23
Jocotepec,Comercializadora Zepeda S.A. de C.V.,5789920.77,1696805.16,11803476.24,3063812.31,355849.55
Atemajac de Brizuela,Comercializadora Castillo S.R.L. de C.V.,9859011.24,10817839.27,4749234.88,13414288.08,
Ciudad Guzman,Comercializadora Quintero S.A. de C.V.,11994746.62,2468511.49,1700498.85,12433723.98,3962105.46
Canadas de Obregon,Soluciones Rivera,3072703.92,5785163.78,5003856.67,14596798.92,3506408.07
Degollado,Comercializadora Morales S.C.,10240144.0,10387225.0,12815900.37,1534089.57,2577298.9
Unión de San Antonio,Soluciones Nunez S. de R.L.,1975280.03,11027867.28,9105114.41,5605057.56,8830502.42
Casimiro Castillo,Industrias Rivera S.C.,10450761.9,11029605.38,3606648.88,7171695.53,
Etzatlan,Soluciones Morales S.C.,1470434.71,,12783648.16,11463741.84,2395573.33
Huejuquilla el Alto,Distribuidora Ybarra S.A. de C.V.,13250503.1,4620943.53,1325936.46,8337607.81,
Jamay,Soluciones Vargas,3441089.99,10388464.33,10617505.44,3007610.05,6143265.77
San Cristobal de la Barranca,Soluciones Ortega S.R.L. de C.V.,4615236.33,10635065.76,10207389.57,7129879.74,14931787.83
Canadas de Obregon,Grupo Uribe S.R.L. de C.V.,7081857.89,1201747.74,8879987.89,11120997.58,4268329.84
San Juanito de Escobedo,Constructora Vega S.C.,3467056.95,5399586.75,3599769.37,13317433.01,
San Juan de los Lagos,Distribuidora Flores S. de R.L.,3649235.0,984371.97,8796577.23,1100134.98,
Villa Hidalgo,Comercializadora Medina S. de R.L.,1036546.92,,908197.07,1678810.45,5661473.9
El Limon,Constructora Ramos,5854087.51,1533887.83,5096929.52,14709754.33,
Zacoalco de Torres,Soluciones Torres S.C.,12234035.23,934485.8,12692130.26,2995671.9,2748577.41
Atemajac de Brizuela,Inversiones Mendoza S.R.L. de C.V.,9194483.48,9041892.72,2704588.93,8162838.97,6088524.26
Tapalpa,Servicios Perez S.A. de C.V.,8071391.08,2085774.33,12060414.11,9057959.42,11418634.41
Etzatlan,Comercializadora Torres S.C.,5319540.31,3007669.5,5358848.39,5979394.53,11804073.17
Mazamitla,Constructora Ramos S.A.,11668240.06,2037347.17,10146305.15,8587684.63,3134123.03
Ixtlahuacan de los Membrillos,Empresa Montes S.C.,9733634.58,4725581.19,,5480340.63,2492703.58
Zacoalco de Torres,Comercializadora Lara S.R.L. de C.V.,8969098.74,3935567.97,3454569.51,1059250.19,10351696.04
El Salto,Servicios Quintero S.R.L. de C.V.,,8177652.55,14056561.1,9420247.71,2734720.32
Tequila,Constructora Aguilar S.A.,7779063.56,4357901.01,5088325.66,4228071.16,7158670.24
Jesus Maria,Inversiones Montes S. de R.L.,10264552.62,3154588.06,3615743.66,11915505.12,2433088.89
Villa Corona,Empresa Tapia S.C.,8261700.03,9724933.59,4629063.41,797976.06,1012731.94
El Limon,Distribuidora Fuentes S.R.L. de C.V.,2568351.96,13584868.75,4599843.5,1046240.94,10252553.72
Degollado,Grupo Ybarra S.A.,8820454.8,,14899217.09,10907215.88,1036780.85
San Juanito de Escobedo,Grupo Vega,12889604.05,13241156.63,115924.44,7961293.52,
Guadalajara,Servicios Hernandez S.A. de C.V.,7227335.56,6904064.73,7865862.15,450436.18,11302870.26
Zapotlan del Rey,Comercializadora Sandoval S. de R.L.,14170967.17,12421687.23,6381130.5,12603750.8,7242746.11
Huejuquilla el Alto,Corporativo Ramos S.A.,586061.06,12055596.92,7317094.6,9603850.93,5131906.43
Mascota,Industrias Cruz S.A.,,4047412.54,3087058.22,11546328.12,9289583.49
Jocotepec,Soluciones Gutierrez S.A.,8822704.82,8309672.84,,4528966.54,5012160.17
Canadas de Obregon,Empresa Valdez S.A.,9510641.65,14401818.43,715328.85,6919201.99,14411241.73
Tizapan el Alto,Corporativo Zepeda S.R.L. de C.V.,10485001.52,12949044.68,,8463674.32,1133023.84
San Cristobal de la Barranca,Grupo Vargas S.A. de C.V.,,3269902.12,,,4946418.56
El Salto,Soluciones Martinez,9674795.3,11721491.0,13339144.44,10131551.46,13296776.54
Cocula,Inversiones Morales S. de R.L.,8620469.2,5768780.57,1780227.98,,12854779.78
Tepic,Corporativo Ramos S.A.,5187925.48,13429476.51,12147613.69,6953041.34,4128665.18
Tala,Inversiones Hernandez S.C.,,14812399.64,2522361.86,2375403.31,
Villa Corona,Empresa Vargas S.A. de C.V.,6250870.06,6538243.55,2749829.25,12619555.73,6158913.39
Ayutla,Industrias Medina S.C.,4931431.16,9624415.44,14309333.44,11530369.37,
El Limon,Servicios Tapia S. de R.L.,2955810.76,1609052.48,6889717.82,6593694.1,6862022.7
Ayutla,Comercializadora Perez S.R.L. de C.V.,12700176.5,7307553.21,9355483.04,13018853.52,10524207.78
Villa Purificacion,Industrias Vargas S.A. de C.V.,4062541.05,14964287.21,,1355105.23,
Zacoalco de Torres,Constructora Rios S.A. de C.V.,10744693.17,3775555.09,11125960.04,4014547.76,8558172.4
El Salto,Constructora Cruz S.C.,7519514.61,13504870.32,14085219.71,6273049.51,4755756.42
Ojuelos de Jalisco,Corporativo Valdez S.C.,6624440.07,11916830.75,12549419.69,3000383.38,11310761.77
Tlaquepaque,Soluciones Vega S.R.L. de C.V.,9293492.54,6061185.23,,559343.1,13568893.99
Tequila,Corporativo Ybarra S. de R.L.,13348415.05,9205227.69,6704940.93,3731031.56,4021786.78
Tonaya,Servicios Montes S. de R.L.,14300043.96,5154209.24,1632663.09,782455.27,10965623.45
Tamazula de Gordiano,Soluciones Montes S.R.L. de C.V.,,,11140716.47,10183047.94,1121665.51
San Juan de los Lagos,Servicios Nunez S.C.,12644199.31,,3374908.64,5193421.38,5140571.52
La Barca,Soluciones Soto S.A. de C.V.,12578524.88,,13114003.42,1316049.4,6911453.33
San Martin de Bolanos,Distribuidora Montes S. de R.L.,10625994.35,6000427.4,,5193260.48,12385923.65
Tonala,Soluciones Vega,12435125.61,10843285.68,14041960.51,8764622.78,2776614.12
Ocotlan,Empresa Jimenez,5717798.47,1846257.41,961050.36,3991236.31,924099.49
Sayula,Industrias Reyes S.R.L. de C.V.,9870536.78,12893138.23,4621125.34,11074228.67,297820.92
Juanacatlan,Servicios Cruz S.A.,,1912140.22,6521648.48,14392153.95,8841766.05
Villa Hidalgo,Servicios Nunez S.C.,7628989.76,7475234.66,13227079.01,14026005.89,4965965.36
Tonala,Servicios Pena,13554355.95,,12860833.58,12982840.29,8838671.4
